lesson_id,user_id,lesson_number,completed,time_spent_seconds,xp_earned,date
les_145,9af4b668-c5b9-41da-910d-9e61a6073ddc,4,0,31,5,2025-09-17
les_146,9af4b668-c5b9-41da-910d-9e61a6073ddc,5,0,69,3,2025-09-26
les_147,9af4b668-c5b9-41da-910d-9e61a6073ddc,6,1,121,16,2025-10-01
les_148,9af4b668-c5b9-41da-910d-9e61a6073ddc,7,0,10,5,2025-09-29
les_149,9af4b668-c5b9-41da-910d-9e61a6073ddc,8,0,62,4,2025-09-27
les_150,9af4b668-c5b9-41da-910d-9e61a6073ddc,9,0,74,6,2025-10-03
les_151,9af4b668-c5b9-41da-910d-9e61a6073ddc,10,0,10,5,2025-09-18
les_152,077affac-b595-4d22-ad47-9bca4040ceac,1,0,54,3,2025-12-03
les_153,077affac-b595-4d22-ad47-9bca4040ceac,2,1,97,17,2025-12-17
les_154,077affac-b595-4d22-ad47-9bca4040ceac,3,0,28,5,2025-12-20
les_155,077affac-b595-4d22-ad47-9bca4040ceac,4,1,113,20,2025-12-11
les_156,077affac-b595-4d22-ad47-9bca4040ceac,5,1,87,21,2025-12-13
les_157,077affac-b595-4d22-ad47-9bca4040ceac,6,0,42,3,2025-12-19
les_158,077affac-b595-4d22-ad47-9bca4040ceac,7,0,37,6,2025-12-20
les_159,077affac-b595-4d22-ad47-9bca4040ceac,8,0,67,4,2025-12-08
les_160,077affac-b595-4d22-ad47-9bca4040ceac,9,0,66,8,2025-12-10
les_161,077affac-b595-4d22-ad47-9bca4040ceac,10,0,52,3,2025-12-08
les_162,f5c41794-50c5-484e-be2c-63d2959a8e3e,1,1,97,25,2025-10-01
les_163,f5c41794-50c5-484e-be2c-63d2959a8e3e,2,0,29,2,2025-09-26
les_164,f5c41794-50c5-484e-be2c-63d2959a8e3e,3,1,44,21,2025-10-01
les_165,f5c41794-50c5-484e-be2c-63d2959a8e3e,4,1,77,17,2025-10-13
les_166,d0f5b9a8-88c6-4a62-96c2-9db5f5c6bbb5,1,1,80,12,2025-11-26
les_167,d0f5b9a8-88c6-4a62-96c2-9db5f5c6bbb5,2,1,27,24,2025-11-20
les_168,d0f5b9a8-88c6-4a62-96c2-9db5f5c6bbb5,3,0,20,5,2025-11-22
les_169,d0f5b9a8-88c6-4a62-96c2-9db5f5c6bbb5,4,1,67,19,2025-11-15
les_170,d0f5b9a8-88c6-4a62-96c2-9db5f5c6bbb5,5,1,71,17,2025-11-26
les_171,82cbe59d-f028-4c38-9c54-76ef20610d01,1,1,96,22,2025-09-09
les_172,82cbe59d-f028-4c38-9c54-76ef20610d01,2,0,30,4,2025-09-19
les_173,82cbe59d-f028-4c38-9c54-76ef20610d01,3,0,10,6,2025-09-13
les_174,82cbe59d-f028-4c38-9c54-76ef20610d01,4,1,84,18,2025-09-08
les_175,82cbe59d-f028-4c38-9c54-76ef20610d01,5,0,22,2,2025-09-13
les_176,82cbe59d-f028-4c38-9c54-76ef20610d01,6,0,40,4,2025-09-20
les_177,82cbe59d-f028-4c38-9c54-76ef20610d01,7,0,10,10,2025-09-03
les_178,bc3ee45e-0817-41f0-a516-3b6e98735b35,1,1,106,18,2025-09-11
les_179,bc3ee45e-0817-41f0-a516-3b6e98735b35,2,0,63,5,2025-09-13
les_180,bc3ee45e-0817-41f0-a516-3b6e98735b35,3,0,34,8,2025-09-11
les_181,bc3ee45e-0817-41f0-a516-3b6e98735b35,4,0,85,3,2025-09-24
les_182,bc3ee45e-0817-41f0-a516-3b6e98735b35,5,1,106,20,2025-09-14
les_183,bc3ee45e-0817-41f0-a516-3b6e98735b35,6,0,10,12,2025-09-27
les_184,511650c1-d69d-4605-ba55-ebd9a52354d0,1,1,120,25,2025-09-08
les_185,511650c1-d69d-4605-ba55-ebd9a52354d0,2,1,119,16,2025-09-19
les_186,511650c1-d69d-4605-ba55-ebd9a52354d0,3,0,10,4,2025-09-16
les_187,511650c1-d69d-4605-ba55-ebd9a52354d0,4,0,26,5,2025-09-12
les_188,511650c1-d69d-4605-ba55-ebd9a52354d0,5,1,73,24,2025-09-14
les_189,511650c1-d69d-4605-ba55-ebd9a52354d0,6,0,37,4,2025-09-13
les_190,511650c1-d69d-4605-ba55-ebd9a52354d0,7,0,42,5,2025-09-11
les_191,511650c1-d69d-4605-ba55-ebd9a52354d0,8,1,112,24,2025-09-06
les_192,f3c0449e-a187-45a0-a9d4-02d5ad3ec78e,1,0,30,6,2025-09-25
les_193,f3c0449e-a187-45a0-a9d4-02d5ad3ec78e,2,1,99,21,2025-10-14
les_194,f3c0449e-a187-45a0-a9d4-02d5ad3ec78e,3,1,95,14,2025-09-27
les_195,f3c0449e-a187-45a0-a9d4-02d5ad3ec78e,4,1,68,14,2025-09-26
les_196,f3c0449e-a187-45a0-a9d4-02d5ad3ec78e,5,0,98,1,2025-10-14
les_197,f3c0449e-a187-45a0-a9d4-02d5ad3ec78e,6,1,82,18,2025-10-01
les_198,9aca1aac-ace3-4d8b-9d36-11ef67683db6,1,0,69,8,2025-10-30
les_199,9aca1aac-ace3-4d8b-9d36-11ef67683db6,2,0,10,6,2025-10-31
les_200,9aca1aac-ace3-4d8b-9d36-11ef67683db6,3,0,33,3,2025-10-14
les_201,9aca1aac-ace3-4d8b-9d36-11ef67683db6,4,1,93,18,2025-10-14
les_202,9aca1aac-ace3-4d8b-9d36-11ef67683db6,5,0,22,5,2025-10-13
les_203,9aca1aac-ace3-4d8b-9d36-11ef67683db6,6,1,50,25,2025-10-30
les_204,9aca1aac-ace3-4d8b-9d36-11ef67683db6,7,0,10,4,2025-10-15
les_205,9aca1aac-ace3-4d8b-9d36-11ef67683db6,8,1,56,19,2025-10-23
les_206,458f3f02-64b8-4d1e-b12c-a9895ac19226,1,1,70,19,2025-11-25
les_207,458f3f02-64b8-4d1e-b12c-a9895ac19226,2,0,34,7,2025-11-23
les_208,458f3f02-64b8-4d1e-b12c-a9895ac19226,3,0,32,3,2025-11-10
les_209,458f3f02-64b8-4d1e-b12c-a9895ac19226,4,1,89,14,2025-11-08
les_210,458f3f02-64b8-4d1e-b12c-a9895ac19226,5,0,58,3,2025-11-10
les_211,458f3f02-64b8-4d1e-b12c-a9895ac19226,6,0,10,4,2025-11-13
les_212,458f3f02-64b8-4d1e-b12c-a9895ac19226,7,0,71,5,2025-11-14
les_213,75e64ab8-2be3-4291-9d63-e8c5d69c11f6,1,0,10,5,2025-10-21
les_214,75e64ab8-2be3-4291-9d63-e8c5d69c11f6,2,1,122,19,2025-10-09
les_215,75e64ab8-2be3-4291-9d63-e8c5d69c11f6,3,1,113,18,2025-10-27
les_216,75e64ab8-2be3-4291-9d63-e8c5d69c11f6,4,1,84,16,2025-10-21
les_217,75e64ab8-2be3-4291-9d63-e8c5d69c11f6,5,0,56,2,2025-10-15
les_218,75e64ab8-2be3-4291-9d63-e8c5d69c11f6,6,0,15,6,2025-10-20
les_219,75e64ab8-2be3-4291-9d63-e8c5d69c11f6,7,0,36,2,2025-10-17
les_220,75e64ab8-2be3-4291-9d63-e8c5d69c11f6,8,0,97,4,2025-10-15
les_221,75e64ab8-2be3-4291-9d63-e8c5d69c11f6,9,0,30,2,2025-10-12
les_222,75e64ab8-2be3-4291-9d63-e8c5d69c11f6,10,0,28,5,2025-10-09
les_223,75e64ab8-2be3-4291-9d63-e8c5d69c11f6,11,0,72,4,2025-10-15
les_224,75e64ab8-2be3-4291-9d63-e8c5d69c11f6,12,0,72,2,2025-10-08
les_225,75e64ab8-2be3-4291-9d63-e8c5d69c11f6,13,1,64,18,2025-10-19
les_226,75e64ab8-2be3-4291-9d63-e8c5d69c11f6,14,1,89,24,2025-10-19
les_227,75e64ab8-2be3-4291-9d63-e8c5d69c11f6,15,1,77,25,2025-10-17
les_228,73d5e923-cae7-413f-834e-bd8fc97e5dc4,1,0,95,3,2025-09-20
les_229,73d5e923-cae7-413f-834e-bd8fc97e5dc4,2,0,44,3,2025-09-27
les_230,73d5e923-cae7-413f-834e-bd8fc97e5dc4,3,0,31,1,2025-09-27
les_231,73d5e923-cae7-413f-834e-bd8fc97e5dc4,4,1,125,23,2025-09-24
les_232,73d5e923-cae7-413f-834e-bd8fc97e5dc4,5,0,37,4,2025-10-03
les_233,73d5e923-cae7-413f-834e-bd8fc97e5dc4,6,1,96,17,2025-09-21
les_234,73d5e923-cae7-413f-834e-bd8fc97e5dc4,7,0,48,9,2025-10-04
les_235,73d5e923-cae7-413f-834e-bd8fc97e5dc4,8,1,47,14,2025-09-25
les_236,73d5e923-cae7-413f-834e-bd8fc97e5dc4,9,0,34,5,2025-10-08
les_237,73d5e923-cae7-413f-834e-bd8fc97e5dc4,10,1,111,25,2025-10-01
les_238,8daa2c6a-1fa7-4dbe-9344-fd7563b7587b,1,0,37,7,2025-11-03
les_239,8daa2c6a-1fa7-4dbe-9344-fd7563b7587b,2,0,14,2,2025-11-18
les_240,8daa2c6a-1fa7-4dbe-9344-fd7563b7587b,3,1,119,15,2025-11-13
les_241,8daa2c6a-1fa7-4dbe-9344-fd7563b7587b,4,0,13,6,2025-11-01
les_242,8daa2c6a-1fa7-4dbe-9344-fd7563b7587b,5,1,70,20,2025-11-02
les_243,82fddf8d-78b2-4d3f-a969-fb8f48761602,1,0,10,4,2025-09-08
les_244,82fddf8d-78b2-4d3f-a969-fb8f48761602,2,0,10,8,2025-09-04
les_245,82fddf8d-78b2-4d3f-a969-fb8f48761602,3,0,46,8,2025-08-28
les_246,82fddf8d-78b2-4d3f-a969-fb8f48761602,4,0,62,6,2025-09-10
les_247,82fddf8d-78b2-4d3f-a969-fb8f48761602,5,0,10,7,2025-09-11
les_248,82fddf8d-78b2-4d3f-a969-fb8f48761602,6,0,10,4,2025-08-25
les_249,82fddf8d-78b2-4d3f-a969-fb8f48761602,7,0,22,4,2025-09-05
les_250,b9d8add7-b9fd-427d-bdbc-58652ec854b0,1,0,50,6,2025-08-22
les_251,b9d8add7-b9fd-427d-bdbc-58652ec854b0,2,1,74,16,2025-08-17
les_252,b9d8add7-b9fd-427d-bdbc-58652ec854b0,3,0,10,5,2025-08-15
les_253,b9d8add7-b9fd-427d-bdbc-58652ec854b0,4,0,31,4,2025-08-16
les_254,b9d8add7-b9fd-427d-bdbc-58652ec854b0,5,0,11,4,2025-08-16
les_255,b9d8add7-b9fd-427d-bdbc-58652ec854b0,6,1,106,17,2025-09-01
les_256,b9d8add7-b9fd-427d-bdbc-58652ec854b0,7,0,22,4,2025-08-22
les_257,b9d8add7-b9fd-427d-bdbc-58652ec854b0,8,0,39,2,2025-08-28
les_258,b9d8add7-b9fd-427d-bdbc-58652ec854b0,9,0,73,4,2025-08-14
les_259,b9d8add7-b9fd-427d-bdbc-58652ec854b0,10,0,30,3,2025-08-29
les_260,b9d8add7-b9fd-427d-bdbc-58652ec854b0,11,1,142,17,2025-08-18
les_261,b9d8add7-b9fd-427d-bdbc-58652ec854b0,12,0,10,3,2025-09-03
les_262,b9d8add7-b9fd-427d-bdbc-58652ec854b0,13,0,70,6,2025-09-03
les_263,b9d8add7-b9fd-427d-bdbc-58652ec854b0,14,0,73,5,2025-08-14
les_264,b9d8add7-b9fd-427d-bdbc-58652ec854b0,15,1,57,23,2025-08-15
les_265,da1fac1a-45b8-4651-bf38-db825cc3fcfc,1,0,35,7,2025-12-15
les_266,da1fac1a-45b8-4651-bf38-db825cc3fcfc,2,1,112,19,2025-12-11
les_267,da1fac1a-45b8-4651-bf38-db825cc3fcfc,3,1,64,19,2025-12-07
les_268,da1fac1a-45b8-4651-bf38-db825cc3fcfc,4,1,119,27,2025-12-13
les_269,a176ad0e-50ff-4efe-875d-4a39aee972cf,1,1,74,17,2025-09-09
les_270,a176ad0e-50ff-4efe-875d-4a39aee972cf,2,1,122,20,2025-09-15
les_271,a176ad0e-50ff-4efe-875d-4a39aee972cf,3,0,12,5,2025-08-28
les_272,a176ad0e-50ff-4efe-875d-4a39aee972cf,4,0,35,5,2025-09-13
les_273,a176ad0e-50ff-4efe-875d-4a39aee972cf,5,0,12,5,2025-09-12
les_274,a176ad0e-50ff-4efe-875d-4a39aee972cf,6,0,71,4,2025-09-12
les_275,a176ad0e-50ff-4efe-875d-4a39aee972cf,7,0,20,5,2025-09-10
les_276,0ac0e89f-09d7-4d62-b18b-972d757779fc,1,1,111,18,2025-09-03
les_277,0ac0e89f-09d7-4d62-b18b-972d757779fc,2,0,45,4,2025-08-24
les_278,0ac0e89f-09d7-4d62-b18b-972d757779fc,3,0,10,5,2025-09-08
les_279,0ac0e89f-09d7-4d62-b18b-972d757779fc,4,0,56,8,2025-08-29
les_280,0ac0e89f-09d7-4d62-b18b-972d757779fc,5,0,28,4,2025-08-22
les_281,85866c20-26f4-46ac-839d-a00a6cb171d9,1,1,118,18,2025-11-25
les_282,85866c20-26f4-46ac-839d-a00a6cb171d9,2,0,69,4,2025-11-28
les_283,85866c20-26f4-46ac-839d-a00a6cb171d9,3,1,84,18,2025-11-16
les_284,85866c20-26f4-46ac-839d-a00a6cb171d9,4,0,10,7,2025-12-01
les_285,85866c20-26f4-46ac-839d-a00a6cb171d9,5,1,108,19,2025-11-30
les_286,85866c20-26f4-46ac-839d-a00a6cb171d9,6,0,31,5,2025-11-24
les_287,85866c20-26f4-46ac-839d-a00a6cb171d9,7,1,75,23,2025-11-23
les_288,85866c20-26f4-46ac-839d-a00a6cb171d9,8,1,126,24,2025-11-22
les_289,c279c376-2ac2-4039-ac75-1fd20bd44471,1,1,130,12,2025-09-17
les_290,c279c376-2ac2-4039-ac75-1fd20bd44471,2,1,88,18,2025-09-06
les_291,c279c376-2ac2-4039-ac75-1fd20bd44471,3,1,78,26,2025-09-25
les_292,c279c376-2ac2-4039-ac75-1fd20bd44471,4,1,95,23,2025-09-25
les_293,c279c376-2ac2-4039-ac75-1fd20bd44471,5,1,111,16,2025-09-07
les_294,c279c376-2ac2-4039-ac75-1fd20bd44471,6,0,49,4,2025-09-16
les_295,c279c376-2ac2-4039-ac75-1fd20bd44471,7,1,98,20,2025-09-22
les_296,c279c376-2ac2-4039-ac75-1fd20bd44471,8,1,105,20,2025-09-15
les_297,c279c376-2ac2-4039-ac75-1fd20bd44471,9,1,90,13,2025-09-07
les_298,c279c376-2ac2-4039-ac75-1fd20bd44471,10,1,73,20,2025-09-19
les_299,c279c376-2ac2-4039-ac75-1fd20bd44471,11,0,18,7,2025-09-14
