user_id,country,device,language,age_group,signup_date
b9d8add7-b9fd-427d-bdbc-58652ec854b0,France,ios,Japanese,45+,2025-08-14
da1fac1a-45b8-4651-bf38-db825cc3fcfc,United States,android,Chinese,25-34,2025-12-03
a176ad0e-50ff-4efe-875d-4a39aee972cf,Mexico,web,French,35-44,2025-08-28
0ac0e89f-09d7-4d62-b18b-972d757779fc,Indonesia,ios,Hindi,35-44,2025-08-22
85866c20-26f4-46ac-839d-a00a6cb171d9,United States,ios,German,45+,2025-11-13
c279c376-2ac2-4039-ac75-1fd20bd44471,Philippines,android,German,18-24,2025-09-05
e7225c3a-12b9-4596-9b34-494a598fb63f,Indonesia,ios,Hindi,18-24,2025-10-10
8f884b75-908b-4c9a-b6cd-1d75354aa39b,Philippines,ios,German,45+,2025-10-21
da4567bf-9011-4cce-a71a-b74bc7fe4ab5,UK,web,Italian,18-24,2025-10-29
9c9da1a5-5241-439d-9a18-362f93e073d0,United States,web,Chinese,<18,2025-11-14
edcf1683-a14e-4342-8677-0d2a3cf2311f,Mexico,web,Japanese,45+,2025-11-06
3ffcad3e-4398-4e1e-b2f5-be109a24c8a8,France,android,Hindi,25-34,2025-08-28
572cc919-1dc7-490b-a2b4-55d9d89e4144,Spain,ios,Hindi,25-34,2025-10-21
f04f6287-5763-49c8-9065-978e4e64ec6e,Brazil,android,French,25-34,2025-11-20
288e62bd-de95-4ed2-a2c0-724090534cdd,India,ios,Chinese,35-44,2025-11-22
6e4382c2-5fd6-4805-9b32-256c3b1b3963,Mexico,ios,Russian,45+,2025-10-16
c760a0d1-4892-429d-a5b0-74ed000a7e3c,United States,ios,Russian,45+,2025-11-21
484a9ce3-bc06-4d6b-96ef-86d365ddce19,Spain,web,Korean,18-24,2025-10-19
73d0ae40-22b6-4d5a-b027-f96778b7ae27,Mexico,android,Portuguese,45+,2025-08-17
598000f5-7fa7-47f3-bd1a-95425ebe1dca,United States,android,Italian,45+,2025-10-20
905eaed2-606a-4455-a0f5-7d9ae815d22c,Germany,ios,Spanish,18-24,2025-09-17
7931e2b1-d78e-46a0-929a-3dce78ab0faf,Germany,android,Spanish,45+,2025-10-31
0536fee4-246d-4d1f-98f4-6c4c7f219bcb,Philippines,web,Korean,45+,2025-08-22
fdf4a62f-ccb0-4a8c-8f47-abc35a784b5f,Mexico,android,Japanese,<18,2025-11-28
601e40ed-206c-4c4b-b981-42b3c649bae8,Germany,ios,Spanish,18-24,2025-09-01
bff5168e-0556-405c-a9b6-91c90bebe656,United States,web,Russian,<18,2025-10-06
47bf1af5-c50c-495d-9632-8e1362ab1346,Philippines,web,German,35-44,2025-09-26
a2c56c49-a8b9-45d1-929c-ae08fa8d64c9,United States,ios,Portuguese,18-24,2025-11-18
b94b8b13-e265-4761-a133-81c7f8ab2804,Philippines,android,Chinese,45+,2025-08-07
e49a8a96-1f9f-4baa-b920-d5d01de11821,Mexico,ios,Russian,45+,2025-10-16
0614a769-ee68-42e5-a260-e33c6abf2432,Spain,android,French,<18,2025-11-23
ef90f86c-ae7d-4f3b-a1bd-051a9e188f0c,France,android,Chinese,<18,2025-09-24
7abb3bd8-7917-4312-8fce-dd9345bdc71c,Indonesia,web,Spanish,35-44,2025-10-27
00a26d80-2814-42c4-b966-75a189806fe9,Spain,ios,French,35-44,2025-08-19
26099ae9-c7e5-48fe-adb5-c861fa0f3173,UK,web,Chinese,45+,2025-09-14
133cd3e8-870d-48f9-a8a7-2b0e40422ac0,United States,ios,Hindi,25-34,2025-09-15
fdb3d43e-b49f-420a-981d-0a643ba48917,UK,ios,Italian,35-44,2025-08-12
baa6abbc-4710-4471-8440-cb58d213d44a,Spain,web,Russian,45+,2025-08-15
f49e2f83-8343-4aea-905c-fcf954b7cbf8,Philippines,ios,French,35-44,2025-10-18
d29ea40c-7669-420b-9f58-22da3ed49e61,Indonesia,ios,Korean,18-24,2025-09-21
e11e616c-9f25-40fb-bfac-b81930a24622,Indonesia,android,Italian,<18,2025-11-09
5c0c7da7-1bee-4d7b-a85f-2e4dd04a3d81,India,ios,Chinese,45+,2025-09-04
43033376-4bd5-41d2-8f90-c58734cf19d3,Indonesia,ios,Japanese,35-44,2025-11-25
d7847155-68fb-4a16-9375-6ad05c12f118,France,web,Korean,<18,2025-11-28
b9807617-5f4e-4a19-881b-34fcaa2c42f0,Indonesia,web,Russian,25-34,2025-09-10
d4aacb52-7ba4-4bdd-af74-d21bfd737a66,Spain,ios,Hindi,35-44,2025-11-04
0dc06afa-9c3e-4319-9f57-e70c79f447d2,India,android,French,45+,2025-08-27
a88a68b6-0a9e-48cd-8b8b-d4248b62abc7,Spain,android,German,18-24,2025-10-27
8366072a-850f-4bc8-98f2-a00172505b9f,Spain,web,French,<18,2025-11-23
021a185e-03c2-420c-88e0-90ca9a872c39,Brazil,ios,Italian,<18,2025-08-16
3e0e75cf-e7fb-4d13-aa63-d30485199474,India,ios,French,18-24,2025-11-04
1b1585a5-c000-44f0-851a-77c559278b7c,Spain,android,Italian,45+,2025-08-15
56855ad6-cca6-4874-bd60-98a7f10b163a,Brazil,android,Korean,25-34,2025-11-21
a9e57f34-9d2a-4756-ba48-29e658c3f594,Brazil,android,French,18-24,2025-10-16
a0f991a2-0a10-43cb-b927-cae3816a7b64,India,web,Korean,25-34,2025-10-29
af8c6ef6-26dc-43bb-8b5c-85c90d3a383b,UK,ios,Hindi,45+,2025-10-06
e47688b4-3aa3-436f-b236-21206e49b7d2,Philippines,web,Hindi,35-44,2025-09-13
c1e7d819-6e9a-40c4-9768-9560e079aae6,France,ios,Italian,35-44,2025-08-19
5199d364-a4ec-4420-b1fe-897064fd9c8d,Philippines,web,Chinese,45+,2025-10-18
80fa9657-70fc-4b2f-852e-fd97ab868d42,Indonesia,ios,Hindi,25-34,2025-11-13
31d241f5-eb9c-43b7-a674-680d96e64a4b,France,android,Portuguese,18-24,2025-10-17
4aec4709-d0f2-4705-b787-9b59699c1cc7,Indonesia,android,French,45+,2025-10-19
00bc3e88-0b8f-4ee5-ab53-3a4ad444b9bc,Spain,android,Portuguese,45+,2025-11-07
ff6f9b1b-7f06-4866-a2aa-5215e79794be,United States,web,French,35-44,2025-09-09
ae1aaa56-4338-4437-ad12-75959a4b092b,India,android,Spanish,18-24,2025-10-30
4eeca088-5b50-46e8-b729-7577cd4b501c,France,ios,Korean,35-44,2025-09-05
c09c1652-b5f5-4b0a-ba9c-ca123269b972,France,web,Italian,25-34,2025-08-06
2863dcc0-3598-45c7-8bdb-f1ee47d3e365,Spain,ios,Russian,25-34,2025-09-07
3bd9b234-2a41-45e3-ae73-e0919522523b,UK,web,Russian,<18,2025-09-12
a9f391ae-3ce2-46ea-8c07-893c9c3d30a4,Brazil,ios,Japanese,45+,2025-11-24
ac73a4da-8558-4a6c-91fb-fa222872865e,Spain,ios,Chinese,18-24,2025-09-17
f62a2385-8693-43bf-8e6a-1e1071cdb79a,Germany,web,Italian,18-24,2025-09-13
e9293ceb-0177-428d-928b-74da7bf7298d,Brazil,web,Hindi,35-44,2025-11-12
cec9549b-37fb-41bc-a037-25a05a769d08,India,android,German,35-44,2025-09-26
07a5879f-34d7-4d1f-84df-6ca83acf8e94,Brazil,android,Chinese,18-24,2025-09-01
eba7f340-5a05-4bda-8162-10b0f8d99bec,UK,ios,Chinese,35-44,2025-11-02
9de95b9d-4747-4a2c-8a4d-4baa15ea2467,Brazil,ios,German,<18,2025-11-13
a4bd7010-eeb1-4f62-b05a-467f37ac7c42,India,ios,Korean,45+,2025-10-05
3a61f84c-8f5c-4e4c-a873-b4d45e0b4ac2,UK,web,Chinese,<18,2025-10-16
04216a1e-5b02-4223-9bc6-454fba9fa340,Philippines,web,Spanish,25-34,2025-10-30
9df6e185-e6d3-459b-8820-6ce3911335fe,France,android,Chinese,18-24,2025-08-07
3c260470-7fce-4d0f-af45-f80b5961c107,France,ios,Japanese,<18,2025-09-13
4f8f264e-8079-4a34-9823-7ebca4dab993,Indonesia,android,Portuguese,<18,2025-09-06
4ff0120a-61ef-42d9-89d8-402466a2c821,Philippines,web,Russian,35-44,2025-09-23
642e37a9-5e8f-497d-872c-1ce438436db3,Philippines,web,Korean,35-44,2025-11-05
60b4fa12-75b9-43bd-91be-fbe557035684,Brazil,web,Italian,35-44,2025-09-07
cd18c3dd-bb8a-4e9d-b9e3-6116f546765e,France,android,Hindi,25-34,2025-10-23
89309e9d-feb3-443e-ab84-249762189261,India,web,Spanish,<18,2025-08-18
4a8dd689-6c8b-4d6d-a433-e2296c61dd4d,Mexico,ios,Korean,45+,2025-08-27
e1d19f1c-2d90-46f1-a6be-bad75ecee3a6,Mexico,android,Portuguese,35-44,2025-08-26
1af21394-38db-4476-be15-dd8f5b1a2eb7,UK,web,Japanese,25-34,2025-11-26
f410dd97-c41c-4a4d-ba04-7cc63b6c84b6,France,android,Portuguese,25-34,2025-11-04
944e37fc-d2f1-4530-b801-06eaaac6f950,France,android,Italian,35-44,2025-08-20
4a19f373-ba1d-49e4-b822-ba97a16a44a8,Mexico,web,German,18-24,2025-11-29
7e1e0231-32bf-40d1-aa02-1e63a3436003,France,web,Hindi,<18,2025-08-22
9e885221-3ba1-4de4-abd8-09b63ef77eac,Brazil,android,German,35-44,2025-10-24
8c01adcb-7d7d-426e-ac22-9e5e2a48852e,Germany,android,French,45+,2025-10-13
388435af-ac31-4e9d-84d0-bf2aefdf073f,United States,web,Japanese,<18,2025-10-30
6b66753e-bad2-4d22-9c19-0b5ca8a3d2ab,Philippines,ios,Hindi,25-34,2025-11-25
cbc48f38-68b6-48a7-87a9-d6ede51fe55d,Indonesia,android,Italian,45+,2025-11-06
7dc8b8b5-54df-4b09-9c01-d04c38e9f0c4,UK,android,Korean,<18,2025-08-09
72d8d33b-9f8f-46ac-bda1-34979e329a27,Germany,ios,Russian,45+,2025-08-05
febf7c91-15d9-4f80-b0b3-198433525abf,Mexico,web,Hindi,25-34,2025-09-22
71928fae-5e84-4997-8335-41da211adbf9,Philippines,web,Korean,35-44,2025-08-13
1981c919-d6ad-43ff-82b4-3cc945c41127,France,ios,Korean,45+,2025-09-03
6411e1dd-c6b9-4156-b46f-06b7013e3454,Indonesia,web,French,35-44,2025-10-24
61fd54dc-5db7-4012-bdf0-6df9b6313aa4,France,web,Spanish,25-34,2025-11-06
f83a6904-ef48-441a-ba16-38bf7bbaa495,India,android,Japanese,25-34,2025-09-11
4b988056-3863-44e7-84a5-2bd0463f35c0,India,android,Japanese,45+,2025-10-01
08a2b066-eb5d-4a82-81a3-a743551d801c,Indonesia,android,French,45+,2025-10-14
07f03261-034d-45a2-b016-a6412c863350,Indonesia,ios,German,25-34,2025-08-12
a7352983-88a7-44e4-9f70-30c573cdc0bf,Mexico,web,German,45+,2025-08-08
ffcb7c29-9201-4336-873e-05c07fe4f7fb,Indonesia,web,Italian,45+,2025-09-12
1d749bb2-c9e1-4554-9fbf-98f33205a6cf,Brazil,android,Spanish,45+,2025-10-06
283c1564-6f52-45fe-b621-66dbc6421173,France,android,Korean,45+,2025-11-15
7ffaac50-d9a0-48d0-b09e-b725386b235e,Germany,ios,Chinese,<18,2025-10-31
b28bbecb-8ca0-446e-acbf-d2c4f39e0e95,Spain,web,Chinese,25-34,2025-11-16
bfe13d05-26bc-4cf8-8988-afcd52c95ccc,Indonesia,ios,German,25-34,2025-11-02
223414f7-92e0-45b5-baa9-62f52920b1f9,UK,web,French,18-24,2025-08-30
620cef1c-72d9-417b-a3ac-408a010b915d,India,ios,Spanish,35-44,2025-09-23
4b291b11-fa42-40c5-9ab0-65887820bf52,Brazil,android,Portuguese,18-24,2025-09-26
c276eb66-52e9-4673-a594-af786a8d13a7,Philippines,ios,Russian,45+,2025-10-31
75865e23-ad40-4749-9907-f6a0afaf48f0,Spain,ios,Spanish,45+,2025-08-30
a51e639a-c048-437a-b71c-2c791aa828bb,Germany,android,Italian,<18,2025-09-20
8b3a946f-6b86-49b1-9a3e-147f78234f97,Spain,web,Korean,<18,2025-10-10
54b82da7-3e65-4fb3-828e-04b701a61723,Indonesia,web,Korean,<18,2025-08-11
a3b03774-501b-4de2-92af-dd3214435da8,Mexico,android,Japanese,<18,2025-09-20
b3bcd4ac-4fe6-4e03-aa51-9cc974a46575,India,ios,Hindi,<18,2025-10-13
3978253f-b0dd-48ce-902a-a11570919df1,India,ios,Hindi,<18,2025-10-18
d161d273-d1cd-41d6-a892-be51291a0ae8,Philippines,ios,Japanese,<18,2025-11-05
de051c99-4b48-40cb-b5eb-b8e71e4ce8f1,Mexico,web,Italian,<18,2025-11-16
fd23f841-d51b-4d49-901c-9902b46e7492,France,ios,Korean,<18,2025-09-29
fb083842-9890-426b-89dc-6f40707afa90,United States,web,Hindi,25-34,2025-10-01
a155d8f6-d674-40be-b726-c3298b00fce6,Brazil,ios,Hindi,<18,2025-11-22
3db51040-da5c-4a04-a048-c61994010a5b,India,android,Russian,35-44,2025-08-29
4fa06937-e0b5-4d57-93b6-3ee389ae5f39,UK,android,Hindi,<18,2025-11-27
7ebc2aa0-5005-4dfe-8799-bbe0d77ecd09,India,web,Korean,45+,2025-08-15
f5fcef65-bf59-4396-928c-f82efe54c765,Spain,web,Italian,45+,2025-11-19
5e497b8c-80e4-4144-abbf-609d6a3e6051,India,android,Portuguese,<18,2025-11-14
bf7b8b99-ba30-4cc5-84dc-e3679b4eca42,India,android,German,<18,2025-09-14
2d5055db-cf18-4d8e-b4cd-ff4fb785a19b,United States,ios,Spanish,45+,2025-11-13
3e6cf015-692d-4fc1-a192-8cc23228278d,United States,android,French,35-44,2025-08-24
998ecae7-191e-4967-8899-ba02a53a5d41,Germany,web,Chinese,18-24,2025-09-07
1be95397-20e9-44e6-8bf2-c14f07bcbdb8,France,android,Spanish,25-34,2025-10-10
28770d4e-65a7-4925-ace6-083bcee45d21,UK,web,Russian,45+,2025-09-18
b7da32a5-6320-40cc-a918-4d5a23246ddf,India,web,Hindi,<18,2025-11-25
919b92d2-64cf-48e1-8854-7c22709671f6,India,ios,Italian,25-34,2025-10-15
f0738e20-8f6f-4c03-891a-dfe50cffcf7e,Brazil,ios,Portuguese,<18,2025-10-16
9560044c-bd7c-4d6d-b278-55f0ab0be462,United States,ios,Chinese,18-24,2025-09-18
1387d943-6967-414d-bf31-5cb90ef44347,UK,ios,Japanese,18-24,2025-10-05
dfba791b-fc42-4470-a80d-af8cac83dcaf,Philippines,android,Portuguese,45+,2025-09-27
6b4a8c25-a6a6-47b4-a45e-0ad21c974840,Germany,ios,German,25-34,2025-11-01
8ca23034-cf05-4ecf-a612-a9f2f6efb55c,France,android,Hindi,25-34,2025-09-24
3c65a6de-adfc-43e4-aedd-fd5f439d4ccf,Mexico,ios,French,18-24,2025-08-15
60832817-d08e-4c43-b1b5-1009ee231fe7,France,ios,Chinese,<18,2025-08-05
1b0c9a09-c4c8-411f-8e19-b7ff82faa2bf,Spain,web,Hindi,45+,2025-12-02
c21c3ac3-0319-4746-9810-3e99fd1003a6,India,android,Chinese,35-44,2025-09-07
67b44292-56fe-47d0-a3e4-bbc03e77736d,Germany,web,French,18-24,2025-09-02
8d864476-846c-40d2-bb0f-4c3c1e9dd46a,Spain,ios,German,18-24,2025-11-19
b46ed1d9-6f63-4e8f-8bcd-f46a94d51bba,UK,android,Japanese,45+,2025-09-07
1bb15bb6-d1f1-4a67-84ce-1737f3cc96a2,Mexico,ios,Korean,<18,2025-08-12
f4ace68e-843a-4339-9f4c-cce5aeb7966e,United States,web,Italian,25-34,2025-09-26
85eec295-fbbb-43b8-ba09-a74ae8ed4d2d,Germany,android,Portuguese,18-24,2025-08-29
b6cee4e1-77e8-411f-ba34-7efe98adf007,Germany,web,Spanish,45+,2025-10-30
b937e398-17f1-4860-b22a-f5a926ec1fc7,India,ios,Japanese,45+,2025-08-27
b5c9e657-2661-4aaf-a207-b7ab1b32d239,Indonesia,ios,Japanese,45+,2025-09-12
2b5ecd0d-8477-4648-80c9-8359820ffbbd,Germany,ios,Russian,25-34,2025-10-21
b6768c05-15da-430a-945b-255581f7c814,Brazil,android,Chinese,18-24,2025-11-19
74df38b3-e9b9-4b94-b0d6-c4289a8c3530,Mexico,web,Chinese,45+,2025-10-27
ed3af8ea-eddc-456d-90f5-f13af3e40946,Mexico,web,Russian,25-34,2025-10-09
c3691d07-7b41-457c-92e6-fcc947229d08,Brazil,ios,Portuguese,<18,2025-11-13
f089c0f2-e131-4668-b4a3-95d340007e5f,Philippines,web,Chinese,35-44,2025-10-06
1c1fbcae-5256-4870-94d7-443088ca1772,Brazil,android,Korean,18-24,2025-12-03
69a13ae0-6a45-4147-b29d-173d87494dbb,Brazil,ios,Italian,25-34,2025-09-02
41047d93-7aaf-49f6-848d-2a60f677fdb7,Mexico,ios,Spanish,35-44,2025-08-13
f0cd0b38-1448-48ed-8787-43712710fa78,France,ios,Spanish,35-44,2025-09-02
4b2f3610-752f-4449-b17a-c9668c7b9eef,Mexico,android,French,25-34,2025-10-31
b68c526c-eff2-4075-a9e6-0e6c6a2aa5d9,Indonesia,ios,French,25-34,2025-09-30
4f7a2833-3d35-4d34-b2fe-e44ba4bd5a7f,India,ios,Italian,25-34,2025-08-28
2767bd96-0c1e-4206-98e9-45725ffa5af9,Spain,ios,Hindi,45+,2025-11-11
50783fc3-3fa9-4bd2-bd08-ed95f0992f9c,France,ios,Hindi,<18,2025-09-30
3fb22df9-7f0b-41ff-8822-2254adbb5de1,United States,web,Japanese,45+,2025-08-09
82e60ebb-59bf-4d7c-b6e6-ceb6bd5673fd,Spain,ios,Japanese,35-44,2025-11-20
c66f3d09-6f1f-495e-83b4-9dc7e28bdf3f,India,android,Russian,35-44,2025-08-14
e4380c67-f613-49aa-9d46-7f41cef6132b,Indonesia,ios,German,35-44,2025-09-14
ae12053d-533e-4819-921e-554e1879f294,Indonesia,ios,French,25-34,2025-10-26
978a34ba-0f54-4a4b-abb9-34f8eb54e827,United States,web,German,18-24,2025-08-18
f9aae0f5-3b37-48a9-bb76-8438782f244a,France,ios,Chinese,45+,2025-09-13
57a6d5d6-03e1-47f2-8aa0-f97da0c50bb9,Philippines,web,Spanish,18-24,2025-09-30
13d40382-08c9-4801-8648-78e7fd52e193,Brazil,android,Japanese,<18,2025-09-17
bb880d1b-66ab-4513-adaf-303a389fd043,France,web,Hindi,<18,2025-11-08
4640f9bc-fea0-4dc2-acec-27e517118af6,Philippines,ios,Italian,45+,2025-11-14
32f0e883-0f91-4de9-a3b1-61b930e37cc5,Indonesia,android,French,35-44,2025-10-17
5ae44823-7ca3-4723-8a2f-3f3cf328f8c5,Mexico,ios,Spanish,<18,2025-08-28
6cce6669-a5d5-4a62-bee8-eb23c8ac62a0,India,web,Portuguese,18-24,2025-11-13
2cde6c18-10cc-43b4-8127-b3e82ddf1852,United States,android,Italian,18-24,2025-09-25
e2312fe5-b4bd-4e91-9c9c-12ee7b27f0e1,India,android,German,25-34,2025-08-26
6e25fe09-0422-4c21-b6c5-e391aa1b6654,UK,web,Korean,35-44,2025-08-07
4125af01-e125-40bb-8fad-a25a48248179,UK,web,German,25-34,2025-09-27
2a12e0f6-ddce-4d5b-aa3e-e8230b3d0682,France,android,French,45+,2025-08-08
a8358ad4-0248-4666-a200-346e730dab4f,Indonesia,android,Italian,<18,2025-12-03
94bd6bbd-6cf0-47b5-a6e2-83a3474c3eeb,Indonesia,web,Korean,25-34,2025-09-18
a1d4a293-c5ca-4d67-80b3-8535371fdcb8,Brazil,ios,Chinese,25-34,2025-10-23
0f944846-80d8-4254-bbf1-a52080f490d2,Brazil,android,Portuguese,45+,2025-10-02
8fed51d3-5746-4f5a-afa6-735493acac91,Brazil,web,German,18-24,2025-12-01
f4b153f0-677d-49e2-a2ff-f33b8e00d279,Mexico,ios,Portuguese,18-24,2025-11-19
354b6e19-697f-47d5-8dd1-0a27b1e1f3f5,Spain,android,Italian,45+,2025-08-07
df771bbf-2b05-4f19-8dcd-eeeb4804a4cc,Germany,android,Spanish,18-24,2025-10-18
4c1aa2d2-ef9e-4abe-b7e8-ba19490718e0,Spain,web,Italian,45+,2025-08-13
31fd461f-f6a8-4559-931e-207a8372aeb8,India,ios,Hindi,18-24,2025-08-19
e9a37235-508c-425a-bc68-1f960bf0594d,Spain,android,Korean,45+,2025-08-22
41653bfc-86b5-47af-a1ff-83826ca14104,Mexico,ios,Spanish,18-24,2025-10-25
a40a9c36-8839-4231-9735-ebb33e1f04a6,India,ios,German,25-34,2025-11-03
8debca6b-7aaf-4eb6-b945-ee9ed3c341fa,Spain,android,Chinese,25-34,2025-11-26
127ec29f-dafa-44c9-92d5-3aea27cb0133,Mexico,ios,Portuguese,18-24,2025-11-03
61f30461-d999-4ca6-9485-a7fbb26d4c2e,Germany,android,Italian,45+,2025-08-13
aa16c166-d681-4486-b422-51aca89275cf,Spain,ios,Russian,25-34,2025-09-22
662a777d-0e50-4459-93e7-ad5246d6d381,Mexico,android,French,<18,2025-11-23
068eb750-c7b3-4eaa-aad7-39f521dcdc66,Brazil,web,German,18-24,2025-11-23
d81e356d-4b71-4e06-bac6-09b19a7a68a9,Indonesia,android,French,<18,2025-09-01
86b4aaa5-95af-429e-b3d2-3343b525f65e,Brazil,android,Spanish,<18,2025-10-02
d33e96f0-e325-48f3-91a7-316d12f46769,Indonesia,android,Hindi,35-44,2025-08-21
8b3a2df7-7d89-4e57-ac1b-0e9bcc066681,United States,ios,German,<18,2025-11-25
294e66ec-88d6-4ca6-a49c-43bef2d59968,United States,web,Hindi,<18,2025-08-28
f39f1019-9882-41af-b249-23ebaf5c26ca,United States,ios,Hindi,35-44,2025-09-26
4db465f8-476c-4023-96e9-fce4390cabdf,Germany,ios,Chinese,35-44,2025-08-27
b320f644-de1d-4d4e-8ed2-197546fe2b2c,Brazil,android,Spanish,35-44,2025-11-17
21b39c4b-e63c-4307-bef3-402128ba7b2f,Indonesia,ios,Italian,45+,2025-11-17
92d3bde8-d310-458f-a936-8e3a78faac63,Mexico,android,Russian,35-44,2025-09-10
330d2de0-b124-49bd-9159-206aff2b67f2,India,web,Korean,45+,2025-10-04
ffaffc21-83cb-4021-8a16-99117ebfc47d,Mexico,ios,Hindi,18-24,2025-09-24
1ca21132-426a-464f-b60d-934c9dde484e,India,ios,Spanish,45+,2025-11-12
860f2725-05e3-4f9c-81c1-81c0de001403,UK,ios,Chinese,18-24,2025-10-31
f8bc3168-1a72-4f06-9125-af26ecffd1a9,Mexico,android,German,35-44,2025-09-27
e6a29c27-3e18-418a-8685-79631f28ff89,Spain,android,Japanese,35-44,2025-08-14
7d6e9944-db3d-4905-90ea-038f4ac2124b,Spain,ios,Japanese,18-24,2025-09-17
6a54fe23-c52b-4f40-9083-0318cfc1a26b,France,ios,Russian,25-34,2025-10-10
70eae1fc-9523-400a-a4ce-be6c65ce875d,Brazil,web,Chinese,45+,2025-11-06
6467b503-bff7-4b6b-9b5f-cfefe883a9e0,India,web,Spanish,<18,2025-08-07
f2ff967b-f217-4ef8-b3d5-c7e4f25e31cb,India,web,Chinese,35-44,2025-09-25
b7e7e7cc-1431-4e1a-baf9-1d84ddec40eb,Brazil,web,Korean,45+,2025-08-29
60303745-e569-4d70-a13e-eb91095eb0de,Germany,web,Korean,45+,2025-09-01
b798add2-2c76-43c7-bfa8-fe8dfa237ad3,France,android,Italian,35-44,2025-09-06
2701c3c0-ae93-49df-b4ce-f290dc4611e2,Germany,web,Japanese,18-24,2025-11-08
4cff9a65-1e7e-4855-8183-25c643addd99,Germany,web,Japanese,35-44,2025-09-03
cb3b801e-b860-4c45-a385-54a9ebf4ee33,Germany,ios,Korean,45+,2025-10-25
e2a81916-8846-4821-b908-dc24ab9e8cf3,Brazil,android,Chinese,25-34,2025-10-13
961da62c-052b-49bd-8558-2b66d12405f4,Germany,web,Russian,18-24,2025-09-09
f9a66400-5da9-428e-b1bb-a0b5bd51340f,Spain,web,Russian,35-44,2025-09-11
dedad2d4-53d4-485e-a4ab-13d358866217,United States,web,Hindi,<18,2025-10-17
6a4fec32-2cef-42b3-8c56-fbd44dbfd581,UK,ios,German,35-44,2025-10-08
abb453fe-4230-4132-9447-08ae7ffcd391,India,ios,Japanese,45+,2025-08-10
