session_id,user_id,date,xp_earned,streak,gems_used,lesson_count
ses_91,f3c0449e-a187-45a0-a9d4-02d5ad3ec78e,2025-10-04,34,2,2,0
ses_92,f3c0449e-a187-45a0-a9d4-02d5ad3ec78e,2025-10-07,28,2,0,0
ses_93,9aca1aac-ace3-4d8b-9d36-11ef67683db6,2025-10-11,29,2,3,1
ses_94,9aca1aac-ace3-4d8b-9d36-11ef67683db6,2025-10-22,21,0,2,2
ses_95,458f3f02-64b8-4d1e-b12c-a9895ac19226,2025-11-06,26,1,0,1
ses_96,458f3f02-64b8-4d1e-b12c-a9895ac19226,2025-11-08,28,2,0,4
ses_97,458f3f02-64b8-4d1e-b12c-a9895ac19226,2025-11-17,33,2,1,0
ses_98,75e64ab8-2be3-4291-9d63-e8c5d69c11f6,2025-10-09,20,0,3,0
ses_99,75e64ab8-2be3-4291-9d63-e8c5d69c11f6,2025-10-11,22,0,0,1
ses_100,75e64ab8-2be3-4291-9d63-e8c5d69c11f6,2025-10-12,29,1,0,0
ses_101,75e64ab8-2be3-4291-9d63-e8c5d69c11f6,2025-10-19,30,0,0,1
ses_102,75e64ab8-2be3-4291-9d63-e8c5d69c11f6,2025-10-21,30,2,0,2
ses_103,73d5e923-cae7-413f-834e-bd8fc97e5dc4,2025-09-19,28,0,2,1
ses_104,73d5e923-cae7-413f-834e-bd8fc97e5dc4,2025-09-22,22,2,0,1
ses_105,73d5e923-cae7-413f-834e-bd8fc97e5dc4,2025-10-01,35,2,0,2
ses_106,8daa2c6a-1fa7-4dbe-9344-fd7563b7587b,2025-10-31,33,1,0,1
ses_107,8daa2c6a-1fa7-4dbe-9344-fd7563b7587b,2025-11-02,24,3,0,1
ses_108,8daa2c6a-1fa7-4dbe-9344-fd7563b7587b,2025-11-03,31,4,0,1
ses_109,82fddf8d-78b2-4d3f-a969-fb8f48761602,2025-08-26,26,2,0,2
ses_110,82fddf8d-78b2-4d3f-a969-fb8f48761602,2025-08-29,26,2,0,0
ses_111,b9d8add7-b9fd-427d-bdbc-58652ec854b0,2025-08-16,26,1,0,1
ses_112,b9d8add7-b9fd-427d-bdbc-58652ec854b0,2025-08-18,30,1,0,2
ses_113,b9d8add7-b9fd-427d-bdbc-58652ec854b0,2025-08-24,23,1,0,3
ses_114,b9d8add7-b9fd-427d-bdbc-58652ec854b0,2025-08-30,27,3,0,1
ses_115,da1fac1a-45b8-4651-bf38-db825cc3fcfc,2025-12-07,27,3,0,1
ses_116,da1fac1a-45b8-4651-bf38-db825cc3fcfc,2025-12-09,20,0,0,1
ses_117,a176ad0e-50ff-4efe-875d-4a39aee972cf,2025-09-02,21,0,0,1
ses_118,0ac0e89f-09d7-4d62-b18b-972d757779fc,2025-08-24,33,1,2,0
ses_119,0ac0e89f-09d7-4d62-b18b-972d757779fc,2025-08-25,31,2,2,1
ses_120,0ac0e89f-09d7-4d62-b18b-972d757779fc,2025-08-27,21,3,0,3
ses_121,0ac0e89f-09d7-4d62-b18b-972d757779fc,2025-08-29,25,1,0,1
ses_122,0ac0e89f-09d7-4d62-b18b-972d757779fc,2025-09-03,22,1,0,2
ses_123,85866c20-26f4-46ac-839d-a00a6cb171d9,2025-11-15,22,0,0,1
ses_124,85866c20-26f4-46ac-839d-a00a6cb171d9,2025-11-16,27,1,0,0
ses_125,c279c376-2ac2-4039-ac75-1fd20bd44471,2025-09-06,27,3,0,1
ses_126,c279c376-2ac2-4039-ac75-1fd20bd44471,2025-09-13,26,3,0,0
ses_127,e7225c3a-12b9-4596-9b34-494a598fb63f,2025-10-11,22,1,0,1
ses_128,e7225c3a-12b9-4596-9b34-494a598fb63f,2025-10-21,31,2,0,0
ses_129,8f884b75-908b-4c9a-b6cd-1d75354aa39b,2025-10-21,30,2,0,2
ses_130,8f884b75-908b-4c9a-b6cd-1d75354aa39b,2025-10-22,26,3,0,1
ses_131,8f884b75-908b-4c9a-b6cd-1d75354aa39b,2025-10-26,19,1,0,0
ses_132,8f884b75-908b-4c9a-b6cd-1d75354aa39b,2025-10-29,21,2,0,1
ses_133,8f884b75-908b-4c9a-b6cd-1d75354aa39b,2025-10-30,21,3,3,2
ses_134,8f884b75-908b-4c9a-b6cd-1d75354aa39b,2025-11-03,22,2,0,1
ses_135,da4567bf-9011-4cce-a71a-b74bc7fe4ab5,2025-10-30,22,1,0,2
ses_136,da4567bf-9011-4cce-a71a-b74bc7fe4ab5,2025-11-01,21,1,0,0
ses_137,da4567bf-9011-4cce-a71a-b74bc7fe4ab5,2025-11-02,19,2,0,1
ses_138,da4567bf-9011-4cce-a71a-b74bc7fe4ab5,2025-11-05,20,3,1,1
ses_139,9c9da1a5-5241-439d-9a18-362f93e073d0,2025-11-14,27,3,0,2
ses_140,edcf1683-a14e-4342-8677-0d2a3cf2311f,2025-11-07,22,0,0,1
ses_141,edcf1683-a14e-4342-8677-0d2a3cf2311f,2025-11-11,29,2,0,2
ses_142,edcf1683-a14e-4342-8677-0d2a3cf2311f,2025-11-15,28,1,0,3
ses_143,3ffcad3e-4398-4e1e-b2f5-be109a24c8a8,2025-08-28,31,3,0,3
ses_144,3ffcad3e-4398-4e1e-b2f5-be109a24c8a8,2025-08-29,24,4,1,2
ses_145,3ffcad3e-4398-4e1e-b2f5-be109a24c8a8,2025-08-30,20,5,2,1
ses_146,3ffcad3e-4398-4e1e-b2f5-be109a24c8a8,2025-09-04,27,3,0,2
ses_147,3ffcad3e-4398-4e1e-b2f5-be109a24c8a8,2025-09-11,21,2,1,0
ses_148,572cc919-1dc7-490b-a2b4-55d9d89e4144,2025-10-31,28,0,0,0
ses_149,f04f6287-5763-49c8-9065-978e4e64ec6e,2025-11-23,23,1,2,2
ses_150,f04f6287-5763-49c8-9065-978e4e64ec6e,2025-11-27,33,3,0,0
ses_151,f04f6287-5763-49c8-9065-978e4e64ec6e,2025-11-28,21,4,1,1
ses_152,f04f6287-5763-49c8-9065-978e4e64ec6e,2025-12-03,30,2,1,0
ses_153,288e62bd-de95-4ed2-a2c0-724090534cdd,2025-11-24,25,2,0,1
ses_154,288e62bd-de95-4ed2-a2c0-724090534cdd,2025-11-25,38,3,0,0
ses_155,6e4382c2-5fd6-4805-9b32-256c3b1b3963,2025-10-16,34,0,0,2
ses_156,6e4382c2-5fd6-4805-9b32-256c3b1b3963,2025-10-20,21,3,1,1
ses_157,c760a0d1-4892-429d-a5b0-74ed000a7e3c,2025-11-21,24,2,0,4
ses_158,c760a0d1-4892-429d-a5b0-74ed000a7e3c,2025-11-22,25,3,0,0
ses_159,c760a0d1-4892-429d-a5b0-74ed000a7e3c,2025-11-24,22,2,1,1
ses_160,c760a0d1-4892-429d-a5b0-74ed000a7e3c,2025-11-26,30,2,0,0
ses_161,c760a0d1-4892-429d-a5b0-74ed000a7e3c,2025-12-03,26,0,0,1
ses_162,484a9ce3-bc06-4d6b-96ef-86d365ddce19,2025-10-22,18,3,1,0
ses_163,484a9ce3-bc06-4d6b-96ef-86d365ddce19,2025-10-30,22,0,2,1
ses_164,73d0ae40-22b6-4d5a-b027-f96778b7ae27,2025-08-21,24,1,0,0
ses_165,73d0ae40-22b6-4d5a-b027-f96778b7ae27,2025-08-25,32,3,0,2
ses_166,598000f5-7fa7-47f3-bd1a-95425ebe1dca,2025-10-20,30,0,0,1
ses_167,598000f5-7fa7-47f3-bd1a-95425ebe1dca,2025-10-22,41,1,0,1
ses_168,598000f5-7fa7-47f3-bd1a-95425ebe1dca,2025-10-23,14,2,0,0
ses_169,598000f5-7fa7-47f3-bd1a-95425ebe1dca,2025-10-25,23,0,3,0
ses_170,598000f5-7fa7-47f3-bd1a-95425ebe1dca,2025-10-26,26,1,0,3
ses_171,905eaed2-606a-4455-a0f5-7d9ae815d22c,2025-09-22,25,3,1,0
ses_172,905eaed2-606a-4455-a0f5-7d9ae815d22c,2025-09-26,21,1,1,2
ses_173,7931e2b1-d78e-46a0-929a-3dce78ab0faf,2025-11-04,34,0,0,2
ses_174,7931e2b1-d78e-46a0-929a-3dce78ab0faf,2025-11-09,25,0,1,2
ses_175,0536fee4-246d-4d1f-98f4-6c4c7f219bcb,2025-08-25,26,0,0,0
ses_176,0536fee4-246d-4d1f-98f4-6c4c7f219bcb,2025-09-02,19,3,0,2
ses_177,fdf4a62f-ccb0-4a8c-8f47-abc35a784b5f,2025-11-29,25,1,0,0
ses_178,fdf4a62f-ccb0-4a8c-8f47-abc35a784b5f,2025-12-02,21,0,1,2
ses_179,fdf4a62f-ccb0-4a8c-8f47-abc35a784b5f,2025-12-03,26,1,1,2
ses_180,601e40ed-206c-4c4b-b981-42b3c649bae8,2025-09-01,28,2,0,1
ses_181,601e40ed-206c-4c4b-b981-42b3c649bae8,2025-09-02,32,3,0,1
ses_182,601e40ed-206c-4c4b-b981-42b3c649bae8,2025-09-04,20,2,0,1
ses_183,601e40ed-206c-4c4b-b981-42b3c649bae8,2025-09-08,32,0,0,3
ses_184,bff5168e-0556-405c-a9b6-91c90bebe656,2025-10-07,23,3,0,0
ses_185,bff5168e-0556-405c-a9b6-91c90bebe656,2025-10-09,24,1,1,3
ses_186,47bf1af5-c50c-495d-9632-8e1362ab1346,2025-09-26,23,3,0,2
ses_187,a2c56c49-a8b9-45d1-929c-ae08fa8d64c9,2025-11-18,31,0,0,2
ses_188,a2c56c49-a8b9-45d1-929c-ae08fa8d64c9,2025-11-19,18,1,0,0
ses_189,a2c56c49-a8b9-45d1-929c-ae08fa8d64c9,2025-11-27,30,0,0,2
ses_190,b94b8b13-e265-4761-a133-81c7f8ab2804,2025-08-19,24,2,0,0
ses_191,e49a8a96-1f9f-4baa-b920-d5d01de11821,2025-10-18,30,2,0,1
ses_192,e49a8a96-1f9f-4baa-b920-d5d01de11821,2025-10-20,27,3,0,0
ses_193,e49a8a96-1f9f-4baa-b920-d5d01de11821,2025-10-21,16,4,3,1
ses_194,0614a769-ee68-42e5-a260-e33c6abf2432,2025-11-24,19,3,0,2
ses_195,0614a769-ee68-42e5-a260-e33c6abf2432,2025-11-25,20,4,0,0
ses_196,0614a769-ee68-42e5-a260-e33c6abf2432,2025-11-30,24,3,0,2
ses_197,ef90f86c-ae7d-4f3b-a1bd-051a9e188f0c,2025-10-07,19,3,0,0
ses_198,7abb3bd8-7917-4312-8fce-dd9345bdc71c,2025-11-04,32,1,0,2
ses_199,00a26d80-2814-42c4-b966-75a189806fe9,2025-08-24,21,2,3,1
ses_200,00a26d80-2814-42c4-b966-75a189806fe9,2025-08-25,18,3,1,4
ses_201,00a26d80-2814-42c4-b966-75a189806fe9,2025-08-26,22,4,0,1
ses_202,26099ae9-c7e5-48fe-adb5-c861fa0f3173,2025-09-14,17,1,0,1
ses_203,26099ae9-c7e5-48fe-adb5-c861fa0f3173,2025-09-16,27,3,1,1
ses_204,26099ae9-c7e5-48fe-adb5-c861fa0f3173,2025-09-17,24,4,0,1
ses_205,26099ae9-c7e5-48fe-adb5-c861fa0f3173,2025-09-20,27,3,0,2
ses_206,133cd3e8-870d-48f9-a8a7-2b0e40422ac0,2025-09-17,29,2,0,1
ses_207,133cd3e8-870d-48f9-a8a7-2b0e40422ac0,2025-09-20,20,1,0,2
ses_208,133cd3e8-870d-48f9-a8a7-2b0e40422ac0,2025-09-22,17,2,0,0
ses_209,fdb3d43e-b49f-420a-981d-0a643ba48917,2025-08-20,24,1,0,1
ses_210,fdb3d43e-b49f-420a-981d-0a643ba48917,2025-08-21,21,2,2,0
ses_211,fdb3d43e-b49f-420a-981d-0a643ba48917,2025-08-22,24,3,1,0
ses_212,baa6abbc-4710-4471-8440-cb58d213d44a,2025-08-15,33,2,1,1
ses_213,baa6abbc-4710-4471-8440-cb58d213d44a,2025-08-16,24,3,0,1
ses_214,baa6abbc-4710-4471-8440-cb58d213d44a,2025-08-17,18,4,2,0
ses_215,baa6abbc-4710-4471-8440-cb58d213d44a,2025-08-20,32,2,0,0
ses_216,baa6abbc-4710-4471-8440-cb58d213d44a,2025-08-22,18,2,0,1
ses_217,baa6abbc-4710-4471-8440-cb58d213d44a,2025-08-25,21,1,0,2
ses_218,f49e2f83-8343-4aea-905c-fcf954b7cbf8,2025-10-20,27,3,2,0
ses_219,f49e2f83-8343-4aea-905c-fcf954b7cbf8,2025-10-21,21,4,0,0
ses_220,f49e2f83-8343-4aea-905c-fcf954b7cbf8,2025-10-24,24,2,0,0
ses_221,d29ea40c-7669-420b-9f58-22da3ed49e61,2025-09-26,14,2,2,0
ses_222,e11e616c-9f25-40fb-bfac-b81930a24622,2025-11-09,24,1,0,2
ses_223,e11e616c-9f25-40fb-bfac-b81930a24622,2025-11-13,24,3,0,1
ses_224,e11e616c-9f25-40fb-bfac-b81930a24622,2025-11-18,23,2,3,0
ses_225,5c0c7da7-1bee-4d7b-a85f-2e4dd04a3d81,2025-09-04,25,2,0,0
ses_226,5c0c7da7-1bee-4d7b-a85f-2e4dd04a3d81,2025-09-07,25,0,0,0
ses_227,5c0c7da7-1bee-4d7b-a85f-2e4dd04a3d81,2025-09-17,27,2,2,1
ses_228,43033376-4bd5-41d2-8f90-c58734cf19d3,2025-11-28,16,1,0,1
ses_229,43033376-4bd5-41d2-8f90-c58734cf19d3,2025-11-29,23,2,0,1
ses_230,43033376-4bd5-41d2-8f90-c58734cf19d3,2025-11-30,17,3,1,0
ses_231,43033376-4bd5-41d2-8f90-c58734cf19d3,2025-12-01,22,4,1,0
ses_232,d7847155-68fb-4a16-9375-6ad05c12f118,2025-12-02,25,0,0,2
ses_233,d7847155-68fb-4a16-9375-6ad05c12f118,2025-12-03,23,1,0,2
ses_234,b9807617-5f4e-4a19-881b-34fcaa2c42f0,2025-09-12,25,0,2,0
ses_235,d4aacb52-7ba4-4bdd-af74-d21bfd737a66,2025-11-05,14,1,1,3
ses_236,d4aacb52-7ba4-4bdd-af74-d21bfd737a66,2025-11-06,17,2,3,0
ses_237,d4aacb52-7ba4-4bdd-af74-d21bfd737a66,2025-11-14,25,2,0,1
ses_238,0dc06afa-9c3e-4319-9f57-e70c79f447d2,2025-08-31,32,0,0,0
ses_239,0dc06afa-9c3e-4319-9f57-e70c79f447d2,2025-09-01,20,1,1,0
ses_240,a88a68b6-0a9e-48cd-8b8b-d4248b62abc7,2025-10-27,27,1,1,2
ses_241,8366072a-850f-4bc8-98f2-a00172505b9f,2025-11-23,28,3,0,0
ses_242,8366072a-850f-4bc8-98f2-a00172505b9f,2025-11-28,30,3,1,2
ses_243,021a185e-03c2-420c-88e0-90ca9a872c39,2025-08-16,17,0,1,0
ses_244,021a185e-03c2-420c-88e0-90ca9a872c39,2025-08-17,32,1,2,1
ses_245,021a185e-03c2-420c-88e0-90ca9a872c39,2025-08-20,36,0,0,0
ses_246,021a185e-03c2-420c-88e0-90ca9a872c39,2025-08-24,17,3,1,0
ses_247,3e0e75cf-e7fb-4d13-aa63-d30485199474,2025-11-05,27,0,0,1
ses_248,3e0e75cf-e7fb-4d13-aa63-d30485199474,2025-11-07,23,2,0,1
ses_249,3e0e75cf-e7fb-4d13-aa63-d30485199474,2025-11-08,21,3,0,2
ses_250,1b1585a5-c000-44f0-851a-77c559278b7c,2025-08-16,29,0,0,2
ses_251,1b1585a5-c000-44f0-851a-77c559278b7c,2025-08-18,26,3,0,2
ses_252,1b1585a5-c000-44f0-851a-77c559278b7c,2025-08-22,25,0,0,1
ses_253,1b1585a5-c000-44f0-851a-77c559278b7c,2025-08-25,35,1,0,0
ses_254,1b1585a5-c000-44f0-851a-77c559278b7c,2025-08-31,20,3,0,2
ses_255,56855ad6-cca6-4874-bd60-98a7f10b163a,2025-11-25,25,2,1,3
ses_256,a9e57f34-9d2a-4756-ba48-29e658c3f594,2025-10-16,32,1,0,3
ses_257,a9e57f34-9d2a-4756-ba48-29e658c3f594,2025-10-17,27,2,0,3
ses_258,a9e57f34-9d2a-4756-ba48-29e658c3f594,2025-10-19,20,3,1,3
ses_259,a0f991a2-0a10-43cb-b927-cae3816a7b64,2025-11-03,23,2,0,1
ses_260,a0f991a2-0a10-43cb-b927-cae3816a7b64,2025-11-08,26,0,0,0
ses_261,af8c6ef6-26dc-43bb-8b5c-85c90d3a383b,2025-10-08,19,2,0,1
ses_262,e47688b4-3aa3-436f-b236-21206e49b7d2,2025-09-13,30,3,2,1
ses_263,e47688b4-3aa3-436f-b236-21206e49b7d2,2025-09-15,22,2,0,2
ses_264,e47688b4-3aa3-436f-b236-21206e49b7d2,2025-09-19,14,3,0,1
ses_265,e47688b4-3aa3-436f-b236-21206e49b7d2,2025-09-23,21,0,0,2
ses_266,c1e7d819-6e9a-40c4-9768-9560e079aae6,2025-08-20,19,2,0,0
ses_267,c1e7d819-6e9a-40c4-9768-9560e079aae6,2025-08-24,23,1,0,3
ses_268,c1e7d819-6e9a-40c4-9768-9560e079aae6,2025-08-26,20,0,0,1
ses_269,c1e7d819-6e9a-40c4-9768-9560e079aae6,2025-08-28,25,2,2,1
ses_270,5199d364-a4ec-4420-b1fe-897064fd9c8d,2025-10-18,25,3,0,2
ses_271,80fa9657-70fc-4b2f-852e-fd97ab868d42,2025-11-13,22,2,0,0
ses_272,80fa9657-70fc-4b2f-852e-fd97ab868d42,2025-11-19,23,2,0,3
ses_273,80fa9657-70fc-4b2f-852e-fd97ab868d42,2025-11-20,27,3,0,2
ses_274,31d241f5-eb9c-43b7-a674-680d96e64a4b,2025-10-21,24,1,0,0
ses_275,4aec4709-d0f2-4705-b787-9b59699c1cc7,2025-10-19,32,2,0,1
ses_276,00bc3e88-0b8f-4ee5-ab53-3a4ad444b9bc,2025-11-08,24,1,0,1
ses_277,00bc3e88-0b8f-4ee5-ab53-3a4ad444b9bc,2025-11-09,26,2,2,1
ses_278,00bc3e88-0b8f-4ee5-ab53-3a4ad444b9bc,2025-11-13,25,3,2,2
ses_279,00bc3e88-0b8f-4ee5-ab53-3a4ad444b9bc,2025-11-19,26,2,0,2
ses_280,00bc3e88-0b8f-4ee5-ab53-3a4ad444b9bc,2025-11-27,25,1,1,0
ses_281,ff6f9b1b-7f06-4866-a2aa-5215e79794be,2025-09-09,25,2,0,0
ses_282,ff6f9b1b-7f06-4866-a2aa-5215e79794be,2025-09-10,19,3,2,0
ses_283,ff6f9b1b-7f06-4866-a2aa-5215e79794be,2025-09-13,29,0,3,1
ses_284,ff6f9b1b-7f06-4866-a2aa-5215e79794be,2025-09-16,27,0,0,1
ses_285,ae1aaa56-4338-4437-ad12-75959a4b092b,2025-11-02,22,0,2,0
ses_286,ae1aaa56-4338-4437-ad12-75959a4b092b,2025-11-03,37,1,0,0
ses_287,4eeca088-5b50-46e8-b729-7577cd4b501c,2025-09-09,25,3,2,1
ses_288,c09c1652-b5f5-4b0a-ba9c-ca123269b972,2025-08-06,23,3,0,1
ses_289,c09c1652-b5f5-4b0a-ba9c-ca123269b972,2025-08-08,30,1,0,2
ses_290,c09c1652-b5f5-4b0a-ba9c-ca123269b972,2025-08-10,27,2,1,2
ses_291,c09c1652-b5f5-4b0a-ba9c-ca123269b972,2025-08-12,22,2,0,0
ses_292,c09c1652-b5f5-4b0a-ba9c-ca123269b972,2025-08-16,29,0,0,4
